abreviatura	nombre	Esta en wikidata	urlWikidata
pmr	Physiome Model Repository	NO	Por definir 
po	Plant Ontology	NO	Por definir 
pocketome	Pocketome: an encyclopedia of small-molecule binding sites in 4D	NO	Por definir 
polbase	Polbase	NO	Por definir 
pombase	PomBase	SI	https://www.wikidata.org/wiki/Q25304673 
poro	Porifera Ontology	NO	Por definir 
ppdb	Plant Promoter Database	NO	Por definir 
ppo	Plant Phenology Ontology	NO	Por definir 
ppr	Europe PMC Preprints	NO	Por definir 
pr	PRotein Ontology	SI	https://www.wikidata.org/wiki/Q55118584 
pride	PRoteomics IDEntifications database	NO	Por definir 
pride.project	PRIDE Project	NO	Por definir 
prints	PRINTS	NO	Por definir 
probonto	Ontology and Knowledge Base of Probability Distributions	NO	Por definir 
prodom	ProDom	NO	Por definir 
proglyc	ProGlycProt	NO	Por definir 
propreo	Proteomics Data and Process Provenance Ontology	NO	Por definir 
prosite	PROSITE	SI	https://www.wikidata.org/wiki/Q899676 
protclustdb	NCBI Protein Clusters Database	NO	Por definir 
proteomicsdb.peptide	ProteomicsDB Peptide	NO	Por definir 
proteomicsdb.protein	ProteomicsDB Protein	NO	Por definir 
protonet.cluster	ProtoNet Cluster	NO	Por definir 
protonet.proteincard	ProtoNet ProteinCard	NO	Por definir 
prov	PROV Namespace	NO	Por definir 
pscdb	Protein Structure Change Database	NO	Por definir 
psdo	Performance Summary Display Ontology	NO	Por definir 
pseudogene	PseudoGene	SI	https://www.wikidata.org/wiki/Q7254809 
pseudomonas	Pseudomonas Genome Database	NO	Por definir 
psipar	Protein Affinity Reagents	NO	Por definir 
pso	PatientSafetyOntology	NO	Por definir 
pspub	Phenoscape Publication	NO	Por definir 
pubchem.bioassay	PubChem-bioassay	NO	Por definir 
pubchem.compound	PubChem	SI	https://www.wikidata.org/wiki/Q278487 
pubchem.element	PubChem Element	NO	Por definir 
pubchem.substance	PubChem-substance	SI	https://www.wikidata.org/wiki/Q278487 
publons.researcher	Publons Researcher ID	NO	Por definir 
pubmed	PubMed	SI	https://www.wikidata.org/wiki/por definir 
pw	Pathway Ontology	SI	https://www.wikidata.org/wiki/Q28864280 
px	ProteomeXchange	NO	Por definir 
pypi	PyPI	NO	Por definir 
qtldb	Animal Genome QTL	NO	Por definir 
qudt	Quantities, Units, Dimensions and Types	NO	Por definir 
radiomics	Radiomics Ontology	NO	Por definir 
rapdb.locus	RAP-DB Locus	NO	Por definir 
rapdb.transcript	RAP-DB Transcript	NO	Por definir 
rbk	(Re)Building a Kidney	NO	Por definir 
rbo	Radiation Biology Ontology	NO	Por definir 
rcb	RIKEN Bioresource Center Cell Bank	NO	Por definir 
rdf	Resource Description Framework	NO	Por definir 
rdfs	Resource Description Framework Schema	NO	Por definir 
rdo	RGD Disease_Ontology	NO	Por definir 
re3data	re3data	NO	Por definir 
reactome	Reactome	SI	https://www.wikidata.org/wiki/Q2134522 
reaxys	Reaxys	SI	https://www.wikidata.org/wiki/por definir 
rebase	Restriction enzymes and methylases database	NO	Por definir 
receptome.family	Human Plasma Membrane Receptome Families	NO	Por definir 
refseq	Reference Sequence Database	NO	Por definir 
reo	Reagent Ontology	NO	Por definir 
repeatsdb.protein	RepeatsDB Protein	NO	Por definir 
repeatsdb.structure	RepeatsDB Structure	NO	Por definir 
reproduceme	REPRODUCE-ME	NO	Por definir 
resid	RESID	NO	Por definir 
reto	Regulation of Transcription Ontolology	NO	Por definir 
rex	Physico-chemical process	NO	Por definir 
rexo	Regulation of Gene Expression Ontolology	NO	Por definir 
rfam	Rfam	NO	Por definir 
rgd	Rat Genome Database	SI	https://www.wikidata.org/wiki/Q7295410 
rgd.qtl	Rat Genome Database qTL	NO	Por definir 
rgd.strain	Rat Genome Database strain	NO	Por definir 
rhea	Rhea	SI	https://www.wikidata.org/wiki/Q24265951 
ricegap	Rice Genome Annotation Project	NO	Por definir 
ricenetdb.compound	RiceNetDB Compound	NO	Por definir 
ricenetdb.gene	RiceNetDB Gene	NO	Por definir 
ricenetdb.mirna	RiceNetDB miRNA	NO	Por definir 
ricenetdb.protein	RiceNetDB Protein	NO	Por definir 
ricenetdb.reaction	RiceNetDB Reaction	NO	Por definir 
rnacentral	RNAcentral	NO	Por definir 
rnamod	The RNA Modification Database	NO	Por definir 
rnamods	RNA Modification Database	NO	Por definir 
rnao	RNA Ontology	NO	Por definir 
ro	OBO Relations Ontology	SI	https://www.wikidata.org/wiki/por definir 
rouge	ROdent Unidentified Gene-Encoded large proteins	NO	Por definir 
rrid	Research Resource Identifiers	NO	Por definir 
rs	Rat Strain Ontology	NO	Por definir 
runbiosimulations	runBioSimulations	NO	Por definir 
rxno	Name Reaction Ontology	SI	https://www.wikidata.org/wiki/por definir 
rxnorm	RxNORM	SI	https://www.wikidata.org/wiki/Q7383767 
sabiork.compound	SABIO-RK Compound	NO	Por definir 
sabiork.ec	SABIO-RK EC Record	NO	Por definir 
sabiork.kineticrecord	SABIO-RK Kinetic Record	NO	Por definir 
sabiork.reaction	SABIO-RK Biochemical Reaction Kinetics Database	NO	Por definir 
sael	Standards and Ontologies for Functional Genomics (SOFG) Anatomy Entry List	NO	Por definir 
salk	Salk Institute for Biological Studies Accession	NO	Por definir 
sao	Subcellular Anatomy Ontology	NO	Por definir 
sasbdb	Small angle scattering biological data bank	NO	Por definir 
sbo	Systems Biology Ontology	NO	Por definir 
scdo	Sickle Cell Disease Ontology	NO	Por definir 
schem	Selventa Chemicals	NO	Por definir 
scholia.resource	Scholia Registry	NO	Por definir 
scomp	Selventa Complexes	NO	Por definir 
scop	Structural Classification Of Proteins	NO	Por definir 
scopus	Scopus	NO	Por definir 
scretf	ScerTF	NO	Por definir 
sdbs	Spectral Database for Organic Compounds	NO	Por definir 
sdgio	Sustainable Development Goals Interface Ontology	NO	Por definir 
sdis	Selventa Diseases	NO	Por definir 
sedml.format	SED-ML data format	NO	Por definir 
sedml.language	SED-ML model format	NO	Por definir 
seed	SEED Subsystem	NO	Por definir 
seed.compound	SEED Compound	NO	Por definir 
seed.reaction	SEED Reactions	NO	Por definir 
sep	Sample Processing and Separation Techniques Ontology	NO	Por definir 
sepio	Scientific Evidence and Provenance Information Ontology	NO	Por definir 
sfam	Selventa Families	NO	Por definir 
sgd	Saccharomyces Genome Database	SI	https://www.wikidata.org/wiki/Q3460832 
sgd.pathways	Saccharomyces genome database pathways	NO	Por definir 
sgn	Sol Genomics Network	NO	Por definir 
sheepqtldb	Animal Genome Sheep QTL	NO	Por definir 
sibo	Social Inset Behavior Ontology	NO	Por definir 
sider.drug	SIDER Drug	NO	Por definir 
sider.effect	SIDER Side Effect	NO	Por definir 
sigmaaldirch	Sigma Aldrich	NO	Por definir 
signaling-gateway	Signaling Gateway	NO	Por definir 
signor	SIGnaling Network Open Resource	NO	Por definir 
signor.relation	SIGNOR Relation	NO	Por definir 
sio	Semanticscience Integrated Ontology	NO	Por definir 
sisu	Sequencing Initiative Suomi	NO	Por definir 
sitex	SitEx database of eukaryotic protein functional sites	NO	Por definir 
skip	Stemcell Knowledge and Information Portal	NO	Por definir 
skos	Simple Knowledge Organization System	NO	Por definir 
slkbase	SUM Breast Cancer Cell Line Knowledge Base	NO	Por definir 
smart	Simple Modular Architecture Research Tool	NO	Por definir 
smid	C. elegans Small Molecule Identifier Database	NO	Por definir 
smiles	Simplified Molecular Input Line Entry Specification Format	SI	https://www.wikidata.org/wiki/por definir 
smpdb	Small Molecule Pathway Database	NO	Por definir 
snap	Snapshot	NO	Por definir 
snomedct	Systematized Nomenclature of Medicine-Clinical Terms	SI	https://www.wikidata.org/wiki/Q1753883 
snornabase	snoRNABase	SI	https://www.wikidata.org/wiki/por definir 
snp2tfbs	SNP to Transcription Factor Binding Sites	NO	Por definir 
so	Sequence Ontology	NO	Por definir 
sopharm	Suggested Ontology for Pharmacogenomics	NO	Por definir 
soybase	SoyBase	NO	Por definir 
span	Span	NO	Por definir 
spd	Spider Anatomy Ontology	SI	https://www.wikidata.org/wiki/por definir 
spdx	Software Package Data Exchange License	NO	Por definir 
spike.map	SPIKE Map	NO	Por definir 
splash	Spectra Hash Code	NO	Por definir 
spp	Signaling Pathways Project	NO	Por definir 
srao	Subject Resource Application Ontology	NO	Por definir 
ssbd.dataset	SSBD: Systems Science of Biological Dynamics	NO	Por definir 
ssbd.project	System Science of Biological Dynamics project	NO	Por definir 
stap	Statistical Torsional Angles Potentials of NMR Refinement Database	NO	Por definir 
stato	Statistics Ontology	NO	Por definir 
stitch	Search Tool for Interactions of Chemicals	NO	Por definir 
storedb	STOREDB	NO	Por definir 
string	STRING	NO	Por definir 
sty	Semantic Types Ontology	NO	Por definir 
subtilist	Bacillus subtilis strain 168 genome	NO	Por definir 
subtiwiki	SubtiWiki	NO	Por definir 
sugarbind	SugarBind	NO	Por definir 
supfam	SUPERFAMILY	NO	Por definir 
sweetrealm	Semantic Web for Earth and Environment Technology Ontology	NO	Por definir 
swh	Software Heritage	NO	Por definir 
swiss-model	SWISS-MODEL Repository of 3D protein structure models	NO	Por definir 
swisslipid	SwissLipids	SI	https://www.wikidata.org/wiki/Q41165322 
swissregulon	SwissRegulon	NO	Por definir 
swo	SoftWare Ontology	NO	Por definir 
symp	Symptom Ontology	SI	https://www.wikidata.org/wiki/por definir 
syoid	Gemina Symptom Ontology Identifier	NO	Por definir 
t3db	Toxin and Toxin Target Database	NO	Por definir 
tads	Tick Gross Anatomy	NO	Por definir 
tahe	Terminology of Anatomy of Human Embryology	NO	Por definir 
tahh	Terminology of Anatomy of Human Histology	NO	Por definir 
tair.gene	TAIR Gene	NO	Por definir 
tair.locus	TAIR Locus	NO	Por definir 
tair.protein	TAIR Protein	NO	Por definir 
tao	Teleost Anatomy Ontology	NO	Por definir 
tarbase	TarBase	NO	Por definir 
taxrank	Taxonomic Rank Vocabulary	NO	Por definir 
tcb	Tick Cell Biobank	NO	Por definir 
tcdb	Transporter Classification Database	SI	https://www.wikidata.org/wiki/Q142667 
te	Terminologia Embryologica	SI	https://www.wikidata.org/wiki/por definir 
tfclass	Transcription Factor Class	NO	Por definir 
tgd	Tetrahymena Genome Database	NO	Por definir 
tgma	Mosquito gross anatomy	NO	Por definir 
tgn	Getty Thesaurus of Geographic Names	NO	Por definir 
th	Terminologia Histologica	NO	Por definir 
thermofisher	Thermo Fisher Scientific	NO	Por definir 
tigrfam	TIGRFAMS	NO	Por definir 
tkg	Tohoku University cell line catalog	NO	Por definir 
tngb	Telethon Network of Genetic Biobanks	NO	Por definir 
to	Plant Trait Ontology	NO	Por definir 
tokue	TOKU-E Cell-culture Database	NO	Por definir 
tol	Tree of Life	NO	Por definir 
topdb	Topology Data Bank of Transmembrane Proteins	NO	Por definir 
topfind	Termini-Oriented Protein Function INferred Database	NO	Por definir 
toxoplasma	ToxoDB	NO	Por definir 
trans	Nurse Transitional	NO	Por definir 
transyt	Transport Systems Tracker	NO	Por definir 
treebase	TreeBase	NO	Por definir 
treefam	TreeFam	NO	Por definir 
trichdb	TrichDB	NO	Por definir 
tritrypdb	TriTrypDB	NO	Por definir 
ttd.drug	TTD Drug	NO	Por definir 
ttd.target	TTD Target	NO	Por definir 
tto	Teleost Taxonomy Ontology	SI	https://www.wikidata.org/wiki/Q81661821 
txpo	Toxic Process Ontology	NO	Por definir 
uberon	UBER anatomy ONtology	SI	https://www.wikidata.org/wiki/por definir 
ubio.namebank	uBio NameBank	NO	Por definir 
ubprop	Uberon Property	NO	Por definir 
ucsc	UCSC Genome Browser	SI	https://www.wikidata.org/wiki/por definir 
umbbd.compound	UM-BBD Compound	SI	https://www.wikidata.org/wiki/por definir 
umbbd.enzyme	UM-BBD Enzyme	NO	Por definir 
umbbd.pathway	UM-BBD Pathway	NO	Por definir 
umbbd.reaction	UM-BBD Reaction	SI	https://www.wikidata.org/wiki/Q24188985 
umbbd.rule	UM-BBD Biotransformation Rule	NO	Por definir 
umls	Unified Medical Language System	SI	https://www.wikidata.org/wiki/por definir 
unigene	UniGene gene-oriented nucleotide sequence clusters	NO	Por definir 
unii	Unique Ingredient Identifier	SI	https://www.wikidata.org/wiki/por definir 
unimod	Unimod	NO	Por definir 
uniparc	UniParc	NO	Por definir 
unipathway.compound	UniPathway Compound	NO	Por definir 
unipathway.reaction	UniPathway Reaction	NO	Por definir 
uniprot	UniProt Knowledgebase	SI	https://www.wikidata.org/wiki/Q905695 
uniprot.chain	UniProt Chain	NO	Por definir 
uniprot.disease	UniProt Diseases	NO	Por definir 
uniprot.isoform	UniProt Isoform	NO	Por definir 
uniprot.keyword	UniProt Keywords	NO	Por definir 
uniprot.location	UniProt Subcellular Locations	NO	Por definir 
uniprot.resource	UniProt Resource	NO	Por definir 
uniprot.tissue	Tissue List	NO	Por definir 
uniprot.var	UniProt Variants	NO	Por definir 
uniref	UniRef	NO	Por definir 
unirule	UniRule	NO	Por definir 
unists	UniSTS	NO	Por definir 
unite	UNITE	NO	Por definir 
unpd	Universal Natural Products Database	NO	Por definir 
uo	Units Ontology	NO	Por definir 
upa	Unipathway	SI	https://www.wikidata.org/wiki/Q85719315 
upheno	Combined Phenotype Ontology	NO	Por definir 
uspto	United States Patent and Trademark Office	NO	Por definir 
validatordb	ValidatorDB	NO	Por definir 
vandf	Veterans Health Administration National Drug File	NO	Por definir 
vario	Variation Ontology	NO	Por definir 
vbase2	VBASE2	NO	Por definir 
vbrc	Viral Bioinformatics Resource Center	NO	Por definir 
vcell	VCell Published Models	NO	Por definir 
vectorbase	VectorBase	NO	Por definir 
vega	The Vertebrate Genome Annotation Database	NO	Por definir 
vegbank	VegBank	NO	Por definir 
vfb	Virtual Fly Brain	NO	Por definir 
vfdb.gene	VFDB Gene	NO	Por definir 
vfdb.genus	VFDB Genus	NO	Por definir 
vgnc	Vertebrate Gene Nomenclature Committee	NO	Por definir 
vhog	Vertebrate Homologous Organ Group Ontology	NO	Por definir 
viaf	Virtual International Authority File	NO	Por definir 
vido	Virus Infectious Disease Ontology	NO	Por definir 
vipr	Virus Pathogen Database and Analysis Resource	NO	Por definir 
viralzone	ViralZone	NO	Por definir 
virsirna	VIRsiRNA	NO	Por definir 
vmc	Variation Modelling Collaboration	NO	Por definir 
vmhgene	VMH Gene	NO	Por definir 
vmhmetabolite	VMH metabolite	NO	Por definir 
vmhreaction	VMH reaction	NO	Por definir 
vo	Vaccine Ontology	NO	Por definir 
void	Vocabulary of Interlinked Datasets	NO	Por definir 
vsao	Vertebrate Skeletal Anatomy Ontology	NO	Por definir 
vsdb	Veterinary Substances DataBase	NO	Por definir 
vso	Vital Sign Ontology	NO	Por definir 
vt	Vertebrate Trait Ontology	NO	Por definir 
vto	Vertebrate Taxonomy Ontology	NO	Por definir 
vuid	Veterans Health Administration (VHA) unique identifier	NO	Por definir 
vz	ViralZone	SI	https://www.wikidata.org/wiki/Q15674507 
wb.rnai	WormBase RNAi	NO	Por definir 
wbbt	C. elegans gross anatomy	NO	Por definir 
wbls	C. elegans development	NO	Por definir 
wbphenotype	C. elegans phenotype	NO	Por definir 
webelements	Web Elements	NO	Por definir 
wgs84	WGS84 Geo Positioning	NO	Por definir 
wicell	WiCell Research Institute Cell Collection	NO	Por definir 
wikidata	Wikidata	SI	undefined 
wikidata.property	Wikidata Property	NO	Por definir 
wikigenes	WikiGenes	NO	Por definir 
wikipathways	WikiPathways	SI	https://www.wikidata.org/wiki/Q7999828 
wikipedia.en	Wikipedia	NO	Por definir 
worfdb	Worfdb	NO	Por definir 
wormbase	WormBase	SI	https://www.wikidata.org/wiki/Q3570042 
wormpep	Wormpep	NO	Por definir 
worms	World Register of Marine Species	NO	Por definir 
wwf.ecoregion	World Wildlife Fund Ecoregion	SI	https://www.wikidata.org/wiki/Q929975 
xao	Xenopus Anatomy Ontology	SI	https://www.wikidata.org/wiki/por definir 
xco	Experimental Conditions Ontology	NO	Por definir 
xenbase	Xenopus laevis and tropicalis biology and genomics resource	NO	Por definir 
ximbio	Ximbio	NO	Por definir 
xl	Cross-linker reagents ontology	NO	Por definir 
xlmod	mass spectrometry cross-linking and derivatization reagents	NO	Por definir 
xpo	Xenopus Phenotype Ontology	NO	Por definir 
xsd	XML Schema Definition	NO	Por definir 
xuo	XUO	NO	Por definir 
ydpm	Yeast Deletion and the Mitochondrial Proteomics Project	NO	Por definir 
yeastintron	Yeast Intron Database v4.3	NO	Por definir 
yetfasco	YeTFasCo	NO	Por definir 
yid	Yeast Intron Database v3	NO	Por definir 
ymdb	The Yeast Metabolome Database	NO	Por definir 
yrcpdr	Yeast Resource Center Public Data Repository	NO	Por definir 
zea	Maize Gross Anatomy Ontology	NO	Por definir 
zeco	Zebrafish Experimental Conditions Ontology	NO	Por definir 
zfa	Zebrafish anatomy and development	NO	Por definir 
zfin	The Zebrafish Information Network	SI	https://www.wikidata.org/wiki/Q29128476 
zfs	Zebrafish Developmental Stages	NO	Por definir 
zinc	ZINC is not Commercial	SI	https://www.wikidata.org/wiki/por definir 
zp	Zebrafish Phenotype Ontology	NO	Por definir 
